State,Year,ClassNumber,Number of oil wells,Oil wells: oil rate per Well (barrels per day),Number of natural gas wells,Natural gas wells: natural gas rate per well
ND,2017,16,805,214.071,36,911.878
ND,2017,17,652,435.899,8,1920.421
ND,2017,18,266,772.706,0,0
ND,2017,19,15,1394.726,0,0
ND,2017,20,0,0,0,0
ND,2017,21,0,0,0,0
ND,2017,22,0,0,0,0
ND,2017,23,14935,74.46,501,201.092
ND,2016,1,392,0.365,148,1.843
ND,2016,2,233,1.405,56,8.315
ND,2016,3,379,2.735,60,15.644
ND,2016,4,286,4.52,45,24.981
ND,2016,5,273,6.293,18,33.439
ND,2016,6,250,7.977,12,37.992
ND,2016,6.5,1813,3.653,339,11.855
ND,2016,7,209,9.563,7,41.848
ND,2016,8,304,11.882,6,57.059
ND,2016,8.5,2326,5.311,352,13.28
ND,2016,9,476,15.029,14,79.98
ND,2016,10,449,19.221,5,88.614
ND,2016,11,463,23.454,4,105.011
ND,2016,12,1000,29.318,14,149.153
ND,2016,13,949,37.186,11,185.647
ND,2016,14,4028,58.819,29,315.581
ND,2016,14.5,9691,35.423,429,48.515
ND,2016,15,2816,108.23,33,622.345
ND,2016,16,1017,214.807,13,854.71
ND,2016,17,482,418.148,1,3199.776
ND,2016,18,125,786.464,0,0
ND,2016,19,5,1451.251,0,0
ND,2016,20,0,0,0,0
ND,2016,21,0,0,0,0
ND,2016,22,0,0,0,0
ND,2016,23,14136,75.55,476,122.067
ND,2015,1,352,0.414,157,1.989
ND,2015,2,213,1.393,53,8.128
ND,2015,3,437,2.723,46,14.003
ND,2015,4,303,4.498,50,24.667
ND,2015,5,299,6.326,28,35.407
ND,2015,6,239,7.887,15,36.705
ND,2015,6.5,1843,3.742,349,12.484
ND,2015,7,227,9.831,15,47.104
ND,2015,8,292,11.782,9,55.045
ND,2015,8.5,2362,5.377,373,15.113
ND,2015,9,435,15.242,13,68.377
ND,2015,10,416,19.375,7,89.093
ND,2015,11,384,23.491,6,132.096
ND,2015,12,703,29.885,11,143.585
ND,2015,13,772,37.955,6,209.038
ND,2015,14,3247,61.069,14,338.278
ND,2015,14.5,8319,34.817,430,37.657
ND,2015,15,3096,115.082,11,646.518
ND,2015,16,1600,224.156,7,1084.756
ND,2015,17,667,423.229,2,3486.719
ND,2015,18,106,747.999,0,0
ND,2015,19,4,1322.575,0,0
ND,2015,20,0,0,0,0
ND,2015,21,0,0,0,0
ND,2015,22,0,0,0,0
ND,2015,23,13792,90.573,450,88.322
ND,2014,1,221,0.473,110,2.243
ND,2014,2,205,1.426,40,7.997
ND,2014,3,434,2.771,47,15.234
ND,2014,4,368,4.511,44,23.664
ND,2014,5,292,6.315,28,34.541
ND,2014,6,255,7.959,18,44.052
ND,2014,6.5,1775,4.064,287,14.671
ND,2014,7,237,9.68,12,47.236
ND,2014,8,295,11.674,14,53.337
ND,2014,8.5,2307,5.639,313,17.813
ND,2014,9,362,15.148,17,73.438
ND,2014,10,347,19.681,5,89.636
ND,2014,11,334,23.715,6,108.244
ND,2014,12,577,30.085,12,140.724
ND,2014,13,529,38.966,5,186.54
ND,2014,14,2601,62.728,26,313.813
ND,2014,14.5,7057,33.339,384,47.359
ND,2014,15,2712,120.276,12,678.185
ND,2014,16,1673,228.491,2,1182.963
ND,2014,17,821,434.031,0,0
ND,2014,18,139,841.209,1,6931.811
ND,2014,19,4,1337.304,0,0
ND,2014,20,0,0,0,0
ND,2014,21,0,0,0,0
ND,2014,22,0,0,0,0
ND,2014,23,12406,96.313,399,90.177
ND,2013,1,162,0.492,94,2.394
ND,2013,2,189,1.423,51,7.878
ND,2013,3,416,2.832,55,15.343
ND,2013,4,372,4.556,47,25.477
ND,2013,5,299,6.275,33,33.657
ND,2013,6,238,8.069,19,38.988
ND,2013,6.5,1676,4.215,299,15.536
ND,2013,7,219,9.692,16,42.252
ND,2013,8,297,11.703,10,49.662
ND,2013,8.5,2192,5.795,325,17.989
ND,2013,9,342,15.188,11,69.68
ND,2013,10,249,19.864,9,89.608
ND,2013,11,239,23.961,5,108.957
ND,2013,12,482,30.436,17,147.581
ND,2013,13,386,39.009,6,192.707
ND,2013,14,1738,63.904,20,342.852
ND,2013,14.5,5628,30.077,393,47.045
ND,2013,15,2324,122.14,16,695.17
ND,2013,16,1550,229.408,3,1250.344
ND,2013,17,590,431.362,1,2192.647
ND,2013,18,79,871.349,1,5823.726
ND,2013,19,0,0,0,0
ND,2013,20,0,0,0,0
ND,2013,21,0,0,0,0
ND,2013,22,0,0,0,0
ND,2013,23,10171,93.429,414,102.326
ND,2012,1,174,0.459,100,2.158
ND,2012,2,193,1.422,63,8.08
ND,2012,3,431,2.812,69,15.058
ND,2012,4,347,4.513,36,22.973
ND,2012,5,289,6.198,28,32.936
ND,2012,6,245,8.017,24,39.389
ND,2012,6.5,1679,4.153,320,14.26
ND,2012,7,212,9.658,15,47.48
ND,2012,8,282,11.857,9,54.117
ND,2012,8.5,2173,5.705,344,16.886
ND,2012,9,339,15.212,17,65.979
ND,2012,10,243,19.574,9,83.978
ND,2012,11,191,24.267,5,122.263
ND,2012,12,343,30.105,14,147.402
ND,2012,13,314,38.908,9,202.21
ND,2012,14,1166,63.727,19,322.646
ND,2012,14.5,4769,25.72,417,45.808
ND,2012,15,1552,125.646,21,721.2
ND,2012,16,1353,234.47,5,1355.032
ND,2012,17,508,437.359,1,2886.344
ND,2012,18,49,786.852,0,0
ND,2012,19,1,1473.852,0,0
ND,2012,20,0,0,0,0
ND,2012,21,0,0,0,0
ND,2012,22,0,0,0,0
ND,2012,23,8232,90.39,444,97.214
ND,2011,1,195,0.476,81,2.722
ND,2011,2,197,1.445,55,7.581
ND,2011,3,448,2.757,51,14.245
ND,2011,4,344,4.57,47,24.358
ND,2011,5,274,6.206,47,35.376
ND,2011,6,237,8.101,22,45.249
ND,2011,6.5,1695,4.043,303,17.378
ND,2011,7,202,9.626,19,56.739
ND,2011,8,266,11.774,21,57.784
ND,2011,8.5,2163,5.534,343,22.07
ND,2011,9,328,15.07,20,66.414
ND,2011,10,207,19.641,11,86.791
ND,2011,11,173,24.049,4,130.593
ND,2011,12,260,30.239,10,147.033
ND,2011,13,256,38.691,10,196.191
ND,2011,14,847,63.959,24,308.048
ND,2011,14.5,4234,22.624,422,50.563
ND,2011,15,991,127.172,22,760.93
ND,2011,16,803,240.278,6,1318.741
ND,2011,17,348,442.875,1,2160.899
ND,2011,18,31,815.022,0,0
ND,2011,19,1,1452.839,0,0
ND,2011,20,0,0,0,0
ND,2011,21,0,0,0,0
ND,2011,22,0,0,0,0
ND,2011,23,6408,73.166,451,107.506
ND,2010,1,168,0.435,57,2.39
ND,2010,2,168,1.433,50,8.516
ND,2010,3,364,2.773,66,14.117
ND,2010,4,331,4.537,49,24.358
ND,2010,5,270,6.292,40,32.982
ND,2010,6,258,8.058,31,47.245
ND,2010,6.5,1559,4.296,293,19
ND,2010,7,213,9.563,23,46.917
ND,2010,8,263,11.654,26,68.602
ND,2010,8.5,2035,5.824,342,24.805
ND,2010,9,316,15.216,27,75.396
ND,2010,10,215,19.845,8,99.304
ND,2010,11,179,23.754,11,114.721
ND,2010,12,227,29.917,14,153.988
ND,2010,13,162,38.694,11,182.601
ND,2010,14,630,63.1,27,317.958
ND,2010,14.5,3764,20.42,440,57.784
ND,2010,15,629,125.566,28,718.994
ND,2010,16,542,248.077,11,1287.225
ND,2010,17,224,470.806,1,2832.184
ND,2010,18,20,847.266,0,0
ND,2010,19,0,0,0,0
ND,2010,20,0,0,0,0
ND,2010,21,0,0,0,0
ND,2010,22,0,0,0,0
ND,2010,23,5179,65,480,131.392
ND,2009,1,185,0.437,52,2.366
ND,2009,2,153,1.445,55,8.772
ND,2009,3,347,2.809,109,15.881
ND,2009,4,316,4.377,50,24.93
ND,2009,5,278,6.287,24,31.388
ND,2009,6,231,7.957,17,37.96
ND,2009,6.5,1510,4.178,307,16.443
ND,2009,7,211,9.714,16,48.474
ND,2009,8,236,11.707,15,51.752
ND,2009,8.5,1957,5.705,338,19.614
ND,2009,9,311,15.014,12,71.262
ND,2009,10,214,19.451,11,82.272
ND,2009,11,165,23.758,12,116.517
ND,2009,12,252,29.683,10,132.968
ND,2009,13,149,38.389,6,186.011
ND,2009,14,448,62.712,32,311.598
ND,2009,14.5,3496,18.4,421,53.459
ND,2009,15,490,122.265,18,715.633
ND,2009,16,316,250.491,19,1312.342
ND,2009,17,119,485.931,1,3201.792
ND,2009,18,14,828.358,0,0
ND,2009,19,0,0,0,0
ND,2009,20,0,0,0,0
ND,2009,21,0,0,0,0
ND,2009,22,0,0,0,0
ND,2009,23,4435,51.809,459,139.888
ND,2008,1,126,0.454,49,2.456
ND,2008,2,149,1.415,28,7.532
ND,2008,3,351,2.82,79,14.644
ND,2008,4,301,4.517,47,24.323
ND,2008,5,277,6.181,31,33.818
ND,2008,6,243,7.995,22,39.156
ND,2008,6.5,1447,4.378,256,18.46
ND,2008,7,197,9.729,20,45.3
ND,2008,8,282,11.62,16,58.148
ND,2008,8.5,1926,6.002,292,22.645
ND,2008,9,308,15.172,16,76.13
ND,2008,10,236,19.687,9,90.382
ND,2008,11,144,23.746,6,117.884
ND,2008,12,236,29.77,12,162.916
ND,2008,13,140,38.818,9,178.184
ND,2008,14,379,60.749,25,305.817
ND,2008,14.5,3369,17.209,369,56.879
ND,2008,15,362,123.721,23,698.417
ND,2008,16,201,258.566,18,1425.162
ND,2008,17,97,502.655,5,2643.185
ND,2008,18,28,957.924,0,0
ND,2008,19,0,0,0,0
ND,2008,20,0,0,0,0
ND,2008,21,0,0,0,0
ND,2008,22,0,0,0,0
ND,2008,23,4057,44.936,415,185.799
ND,2007,1,131,0.422,43,1.442
ND,2007,2,140,1.412,23,7.519
ND,2007,3,328,2.794,57,14.636
ND,2007,4,297,4.627,48,24.068
ND,2007,5,277,6.24,35,33.646
ND,2007,6,230,7.828,30,42.107
ND,2007,6.5,1403,4.367,236,20.157
ND,2007,7,211,9.629,22,49.769
ND,2007,8,233,11.84,21,59.597
ND,2007,8.5,1847,5.926,279,25.588
ND,2007,9,296,15.182,18,73.758
ND,2007,10,222,19.759,13,98.401
ND,2007,11,158,24.099,9,111.055
ND,2007,12,219,30.164,8,159.348
ND,2007,13,149,37.941,7,222.63
ND,2007,14,323,62,36,319.715
ND,2007,14.5,3214,17.192,370,66.642
ND,2007,15,212,126.163,25,702.276
ND,2007,16,116,280.509,15,1382.701
ND,2007,17,45,492.292,8,2690.051
ND,2007,18,5,860.69,0,0
ND,2007,19,0,0,0,0
ND,2007,20,0,0,0,0
ND,2007,21,0,0,0,0
ND,2007,22,0,0,0,0
ND,2007,23,3592,35.186,418,204.751
ND,2006,1,122,0.405,63,1.627
ND,2006,2,139,1.431,19,7.478
ND,2006,3,315,2.79,33,14.251
ND,2006,4,280,4.545,28,22.545
ND,2006,5,275,6.259,35,32.248
ND,2006,6,233,7.919,36,42.38
ND,2006,6.5,1364,4.412,214,19.042
ND,2006,7,190,9.547,26,51.806
ND,2006,8,234,11.748,26,64.655
ND,2006,8.5,1788,5.944,266,26.919
ND,2006,9,284,15.365,29,78.086
ND,2006,10,212,19.576,10,99.821
ND,2006,11,151,23.716,8,121.593
ND,2006,12,223,30.059,9,132.932
ND,2006,13,140,38.806,5,188.501
ND,2006,14,316,61.322,33,318.578
ND,2006,14.5,3114,17.013,360,67.174
ND,2006,15,140,125.466,22,655.758
ND,2006,16,96,285.961,17,1440.958
ND,2006,17,42,501.856,8,2627.042
ND,2006,18,0,0,1,5018.415
ND,2006,19,0,0,0,0
ND,2006,20,0,0,0,0
ND,2006,21,0,0,0,0
ND,2006,22,0,0,0,0
ND,2006,23,3392,32.732,408,218.487
ND,2005,1,133,0.419,49,1.294
ND,2005,2,131,1.434,16,6.828
ND,2005,3,336,2.819,28,13.547
ND,2005,4,280,4.608,26,21.02
ND,2005,5,246,6.279,31,30.843
ND,2005,6,215,7.912,27,38.409
ND,2005,6.5,1341,4.306,177,17.41
ND,2005,7,182,9.649,19,43.518
ND,2005,8,225,11.916,35,60.162
ND,2005,8.5,1748,5.854,231,25.726
ND,2005,9,267,15.401,36,78.162
ND,2005,10,197,19.919,20,104.402
ND,2005,11,139,24.137,9,119.336
ND,2005,12,206,29.599,11,169.164
ND,2005,13,138,39.397,7,193.826
ND,2005,14,296,61.768,25,324.723
ND,2005,14.5,2991,16.962,339,69.058
ND,2005,15,123,120.658,24,644.899
ND,2005,16,61,264.541,17,1492.996
ND,2005,17,41,537.778,6,2874.629
ND,2005,18,1,1182.753,1,4531.482
ND,2005,19,0,0,0,0
ND,2005,20,0,0,0,0
ND,2005,21,0,0,0,0
ND,2005,22,0,0,0,0
ND,2005,23,3217,30.264,387,228.739
ND,2004,1,152,0.391,65,1.588
ND,2004,2,124,1.482,17,7.071
ND,2004,3,284,2.875,29,12.446
ND,2004,4,277,4.576,28,20.753
ND,2004,5,262,6.366,25,29.627
ND,2004,6,205,7.923,18,37.396
ND,2004,6.5,1304,4.332,182,14.85
ND,2004,7,195,9.735,25,43.203
ND,2004,8,221,11.897,19,59.42
ND,2004,8.5,1720,5.923,226,22.178
ND,2004,9,269,15.207,29,73.944
ND,2004,10,201,19.868,18,96.307
ND,2004,11,177,24.43,11,126.097
ND,2004,12,199,30.95,13,164.345
ND,2004,13,126,39.23,11,208.578
ND,2004,14,267,59.866,29,316.902
ND,2004,14.5,2959,16.59,337,72.912
ND,2004,15,123,119.053,19,691.771
ND,2004,16,51,253.872,16,1489.559
ND,2004,17,21,471.889,10,2520.278
ND,2004,18,3,887.344,2,5974.109
ND,2004,19,1,1795.456,0,0
ND,2004,20,0,0,0,0
ND,2004,21,0,0,0,0
ND,2004,22,0,0,0,0
ND,2004,23,3158,26.466,384,255.427
ND,2003,1,142,0.385,33,2.376
ND,2003,2,128,1.466,13,6.818
ND,2003,3,272,2.893,46,14.732
ND,2003,4,282,4.61,34,23.365
ND,2003,5,247,6.357,35,31.473
ND,2003,6,224,7.911,21,38.642
ND,2003,6.5,1295,4.434,182,20.088
ND,2003,7,195,9.637,24,45.918
ND,2003,8,241,12.021,20,57.089
ND,2003,8.5,1731,6.08,226,25.988
ND,2003,9,287,15.222,26,71.794
ND,2003,10,193,19.737,10,82.121
ND,2003,11,166,24.122,16,107.413
ND,2003,12,217,30.846,16,152.23
ND,2003,13,143,39.394,7,174.934
ND,2003,14,283,61.502,32,299.086
ND,2003,14.5,3020,17.029,333,71.337
ND,2003,15,127,115.334,17,661.004
ND,2003,16,29,246.623,17,1342.347
ND,2003,17,3,403.434,10,2746.898
ND,2003,18,4,1272.857,1,7731.77
ND,2003,19,1,1502.959,0,0
ND,2003,20,0,0,0,0
ND,2003,21,0,0,0,0
ND,2003,22,0,0,0,0
ND,2003,23,3184,24.949,378,254.313
ND,2002,1,161,0.394,33,2.109
ND,2002,2,111,1.417,17,7.34
ND,2002,3,278,2.901,41,13.955
ND,2002,4,288,4.681,28,22.05
ND,2002,5,234,6.377,33,29.31
ND,2002,6,221,7.96,21,37.295
ND,2002,6.5,1293,4.386,173,18.531
ND,2002,7,188,9.515,20,44.951
ND,2002,8,226,11.712,23,54.169
ND,2002,8.5,1707,5.936,216,24.992
ND,2002,9,298,15.174,20,70.915
ND,2002,10,204,19.31,13,99.112
ND,2002,11,169,23.972,8,102.031
ND,2002,12,230,30.053,15,138.374
ND,2002,13,141,38.353,8,180.306
ND,2002,14,296,60.385,29,302.549
ND,2002,14.5,3045,17.15,309,69.451
ND,2002,15,133,116.695,17,684.409
ND,2002,16,25,229.464,19,1389.048
ND,2002,17,5,433.599,10,2758.055
ND,2002,18,3,1359.707,2,5363.683
ND,2002,19,2,1700.782,0,0
ND,2002,20,0,0,0,0
ND,2002,21,0,0,0,0
ND,2002,22,0,0,0,0
ND,2002,23,3213,25.513,357,265.762
ND,2001,1,159,0.43,32,1.826
ND,2001,2,108,1.374,23,7.413
ND,2001,3,265,2.797,44,15.223
ND,2001,4,308,4.682,24,25.802
ND,2001,5,241,6.497,29,29.655
ND,2001,6,184,7.946,22,37.661
ND,2001,6.5,1265,4.314,174,18.731
ND,2001,7,195,9.85,21,45.02
ND,2001,8,235,11.679,16,57.135
ND,2001,8.5,1695,5.992,211,24.235
ND,2001,9,300,15.325,26,69.723
ND,2001,10,229,19.792,18,91.86
ND,2001,11,157,23.532,10,114.131
ND,2001,12,212,30.3,5,147.74
ND,2001,13,143,38.722,12,183.876
ND,2001,14,296,59.713,26,312.698
ND,2001,14.5,3032,17.179,308,67.198
ND,2001,15,132,114.086,15,705.22
ND,2001,16,26,243.258,16,1395.311
ND,2001,17,10,506.032,11,2871.538
ND,2001,18,3,1199.351,0,0
ND,2001,19,3,1638.142,0,0
ND,2001,20,0,0,0,0
ND,2001,21,0,0,0,0
ND,2001,22,0,0,0,0
ND,2001,23,3206,26.693,350,242.338
ND,2000,1,166,0.405,28,2.585
ND,2000,2,117,1.382,21,7.19
ND,2000,3,268,2.837,33,15.15
ND,2000,4,271,4.734,40,24.278
ND,2000,5,239,6.476,17,28.753
ND,2000,6,186,8.004,19,34.248
ND,2000,6.5,1247,4.317,158,18.289
ND,2000,7,179,9.78,19,45.387
ND,2000,8,237,11.8,27,56.238
ND,2000,8.5,1663,5.988,204,25.883
ND,2000,9,317,15.171,23,67.333
ND,2000,10,221,19.794,17,99.344
ND,2000,11,147,23.872,11,114.611
ND,2000,12,213,30.036,16,153.901
ND,2000,13,145,39.279,7,161.759
ND,2000,14,277,60.263,23,304.792
ND,2000,14.5,2983,17.262,301,66.625
ND,2000,15,113,108.256,23,648.449
ND,2000,16,26,242.323,13,1380.069
ND,2000,17,13,492.316,8,2529.182
ND,2000,18,8,1160.524,2,4649.194
ND,2000,19,3,1627.055,0,0
ND,2000,20,0,0,0,0
ND,2000,21,0,0,0,0
ND,2000,22,0,0,0,0
ND,2000,23,3146,27.904,347,230.395
NE,2023,1,340,0.521,24,2.732
NE,2023,2,347,1.524,58,8.961
NE,2023,3,404,2.737,10,12.742
NE,2023,4,189,4.696,0,0
NE,2023,5,59,6.79,0,0
NE,2023,6,24,8.989,0,0
NE,2023,6.5,1363,2.441,92,7.747
NE,2023,7,22,10.815,0,0
NE,2023,8,14,13.507,0,0
NE,2023,8.5,1399,2.669,92,7.747
NE,2023,9,11,17.557,0,0
NE,2023,10,7,21.734,0,0
NE,2023,11,4,27.167,0,0
NE,2023,12,6,34.014,0,0
NE,2023,13,3,42.934,0,0
NE,2023,14,2,53.482,0,0
NE,2023,14.5,1432,3.107,92,7.747
NE,2023,15,0,0,0,0
NE,2023,16,0,0,0,0
NE,2023,17,0,0,0,0
NE,2023,18,0,0,0,0
NE,2023,19,0,0,0,0
NE,2023,20,0,0,0,0
NE,2023,21,0,0,0,0
NE,2023,22,0,0,0,0
NE,2023,23,1432,3.107,92,7.747
NE,2022,1,322,0.545,78,1.727
NE,2022,2,292,1.572,50,9.384
NE,2022,3,448,2.832,21,13.371
NE,2022,4,190,4.767,0,0
NE,2022,5,74,6.854,0,0
NE,2022,6,20,8.736,0,0
NE,2022,6.5,1346,2.59,149,6.406
NE,2022,7,10,10.744,0,0
NE,2022,8,24,13.31,0,0
NE,2022,8.5,1380,2.822,149,6.406
NE,2022,9,13,17.341,0,0
NE,2022,10,4,22.973,0,0
NE,2022,11,2,26.384,0,0
NE,2022,12,5,34.715,0,0
NE,2022,13,7,46.793,0,0
NE,2022,14,1,78.482,0,0
NE,2022,14.5,1412,3.279,149,6.406
NE,2022,15,0,0,0,0
NE,2022,16,0,0,0,0
NE,2022,17,0,0,0,0
NE,2022,18,0,0,0,0
NE,2022,19,0,0,0,0
NE,2022,20,0,0,0,0
NE,2022,21,0,0,0,0
NE,2022,22,0,0,0,0
NE,2022,23,1412,3.279,149,6.406
NE,2021,1,328,0.485,55,2.532
NE,2021,2,256,1.543,57,9.1
NE,2021,3,486,2.793,19,13.27
NE,2021,4,212,4.83,0,0
NE,2021,5,59,6.842,0,0
NE,2021,6,32,8.706,0,0
NE,2021,6.5,1373,2.629,131,7.013
NE,2021,7,23,10.747,0,0
NE,2021,8,10,13.152,0,0
NE,2021,8.5,1406,2.825,131,7.013
NE,2021,9,20,15.697,0,0
NE,2021,10,4,23.833,0,0
NE,2021,11,8,27.831,0,0
NE,2021,12,0,0,0,0
NE,2021,13,2,42.044,0,0
NE,2021,14,0,0,0,0
NE,2021,14.5,1440,3.245,131,7.013
NE,2021,15,2,132.31,0,0
NE,2021,16,0,0,0,0
NE,2021,17,0,0,0,0
NE,2021,18,0,0,0,0
NE,2021,19,0,0,0,0
NE,2021,20,0,0,0,0
NE,2021,21,0,0,0,0
NE,2021,22,0,0,0,0
NE,2021,23,1442,3.346,131,7.013
NE,2020,1,386,0.487,59,2.451
NE,2020,2,289,1.575,53,8.823
NE,2020,3,521,2.864,22,13.511
NE,2020,4,156,4.765,0,0
NE,2020,5,75,6.735,0,0
NE,2020,6,30,8.795,0,0
NE,2020,6.5,1457,2.529,134,6.753
NE,2020,7,11,10.86,0,0
NE,2020,8,31,13.177,0,0
NE,2020,8.5,1499,2.82,134,6.753
NE,2020,9,19,17.01,0,0
NE,2020,10,2,22.863,0,0
NE,2020,11,4,25.694,0,0
NE,2020,12,1,31.697,0,0
NE,2020,13,0,0,0,0
NE,2020,14,0,0,0,0
NE,2020,14.5,1525,3.105,134,6.753
NE,2020,15,0,0,0,0
NE,2020,16,0,0,0,0
NE,2020,17,0,0,0,0
NE,2020,18,0,0,0,0
NE,2020,19,0,0,0,0
NE,2020,20,0,0,0,0
NE,2020,21,0,0,0,0
NE,2020,22,0,0,0,0
NE,2020,23,1525,3.105,134,6.753
NE,2019,1,407,0.566,74,1.93
NE,2019,2,264,1.487,48,8.759
NE,2019,3,580,2.927,28,14.103
NE,2019,4,146,4.798,0,0
NE,2019,5,78,6.745,0,0
NE,2019,6,41,8.841,0,0
NE,2019,6.5,1516,2.569,150,6.405
NE,2019,7,16,10.88,0,0
NE,2019,8,14,13.622,0,0
NE,2019,8.5,1546,2.753,150,6.405
NE,2019,9,33,16.635,0,0
NE,2019,10,8,22.152,0,0
NE,2019,11,2,27.788,0,0
NE,2019,12,5,34.083,0,0
NE,2019,13,3,41.71,0,0
NE,2019,14,1,73.705,0,0
NE,2019,14.5,1598,3.366,150,6.405
NE,2019,15,0,0,0,0
NE,2019,16,0,0,0,0
NE,2019,17,0,0,0,0
NE,2019,18,0,0,0,0
NE,2019,19,0,0,0,0
NE,2019,20,0,0,0,0
NE,2019,21,0,0,0,0
NE,2019,22,0,0,0,0
NE,2019,23,1598,3.366,150,6.405
NE,2018,1,354,0.504,77,1.93
NE,2018,2,387,1.518,49,8.923
NE,2018,3,520,2.994,33,14.669
NE,2018,4,144,5.061,1,23.238
NE,2018,5,92,6.802,0,0
NE,2018,6,29,9.032,0,0
NE,2018,6.5,1526,2.59,160,7.085
NE,2018,7,14,10.659,0,0
NE,2018,8,27,12.881,0,0
NE,2018,8.5,1567,2.839,160,7.085
NE,2018,9,27,17.947,0,0
NE,2018,10,8,21.906,0,0
NE,2018,11,5,26.18,0,0
NE,2018,12,3,38.197,0,0
NE,2018,13,6,46.74,0,0
NE,2018,14,3,51.487,0,0
NE,2018,14.5,1619,3.511,160,7.085
NE,2018,15,1,118.554,0,0
NE,2018,16,0,0,0,0
NE,2018,17,0,0,0,0
NE,2018,18,0,0,0,0
NE,2018,19,0,0,0,0
NE,2018,20,0,0,0,0
NE,2018,21,0,0,0,0
NE,2018,22,0,0,0,0
NE,2018,23,1620,3.548,160,7.085
NE,2017,1,359,0.529,67,2.011
NE,2017,2,350,1.478,51,9.26
NE,2017,3,554,2.885,31,15.311
NE,2017,4,147,4.988,1,22.493
NE,2017,5,71,6.989,0,0
NE,2017,6,58,8.632,0,0
NE,2017,6.5,1539,2.63,150,7.361
NE,2017,7,22,10.88,0,0
NE,2017,8,23,13.302,0,0
NE,2017,8.5,1584,2.904,150,7.361
NE,2017,9,32,18.528,0,0
NE,2017,10,12,21.574,0,0
NE,2017,11,6,28.758,0,0
NE,2017,12,7,32.923,0,0
NE,2017,13,0,0,0,0
NE,2017,14,4,54.398,0,0
NE,2017,14.5,1645,3.597,150,7.361
NE,2017,15,0,0,0,0
NE,2017,16,0,0,0,0
NE,2017,17,0,0,0,0
NE,2017,18,0,0,0,0
NE,2017,19,0,0,0,0
NE,2017,20,0,0,0,0
NE,2017,21,0,0,0,0
NE,2017,22,0,0,0,0
NE,2017,23,1645,3.597,150,7.361
NE,2016,1,405,0.552,58,2.172
NE,2016,2,310,1.414,42,9.012
NE,2016,3,505,2.817,49,15.875
NE,2016,4,190,4.84,0,0
NE,2016,5,80,6.886,0,0
NE,2016,6,57,8.877,0,0
NE,2016,6.5,1547,2.628,149,8.607
NE,2016,7,21,11.163,0,0
NE,2016,8,36,13.164,0,0
NE,2016,8.5,1604,2.977,149,8.607
NE,2016,9,13,16.286,0,0
NE,2016,10,21,22.239,0,0
NE,2016,11,6,27.307,0,0
NE,2016,12,7,34.336,0,0
NE,2016,13,4,42.204,0,0
NE,2016,14,5,60.051,0,0
NE,2016,14.5,1660,3.702,149,8.607
NE,2016,15,0,0,0,0
NE,2016,16,0,0,0,0
NE,2016,17,0,0,0,0
NE,2016,18,0,0,0,0
NE,2016,19,0,0,0,0
NE,2016,20,0,0,0,0
NE,2016,21,0,0,0,0
NE,2016,22,0,0,0,0
NE,2016,23,1660,3.702,149,8.607
NE,2015,1,302,0.527,60,2.576
NE,2015,2,413,1.522,47,8.768
NE,2015,3,494,2.868,32,15.277
NE,2015,4,184,4.931,0,0
NE,2015,5,99,6.969,0,0
NE,2015,6,44,8.927,0,0
NE,2015,6.5,1536,2.742,139,7.594
NE,2015,7,54,10.226,0,0
NE,2015,8,28,13,0,0
NE,2015,8.5,1618,3.156,139,7.594
NE,2015,9,25,17.408,0,0
NE,2015,10,34,22.395,0,0
NE,2015,11,3,25.505,0,0
NE,2015,12,8,34.214,0,0
NE,2015,13,10,44.805,0,0
NE,2015,14,11,66.602,0,0
NE,2015,14.5,1709,4.481,139,7.594
NE,2015,15,0,0,0,0
NE,2015,16,0,0,0,0
NE,2015,17,0,0,0,0
NE,2015,18,0,0,0,0
NE,2015,19,0,0,0,0
NE,2015,20,0,0,0,0
NE,2015,21,0,0,0,0
NE,2015,22,0,0,0,0
NE,2015,23,1709,4.481,139,7.594
NE,2014,1,298,0.578,41,1.758
NE,2014,2,299,1.466,35,9.303
NE,2014,3,581,2.808,29,15.33
NE,2014,4,215,5.014,4,28.236
NE,2014,5,72,6.82,0,0
NE,2014,6,27,8.978,0,0
NE,2014,6.5,1492,2.705,109,8.814
NE,2014,7,65,10.358,0,0
NE,2014,8,27,13.59,0,0
NE,2014,8.5,1584,3.17,109,8.814
NE,2014,9,34,17.727,0,0
NE,2014,10,29,23.7,0,0
NE,2014,11,8,26.818,0,0
NE,2014,12,8,34.398,0,0
NE,2014,13,9,43.312,0,0
NE,2014,14,16,67.771,0,0
NE,2014,14.5,1688,4.671,109,8.814
NE,2014,15,3,158.302,0,0
NE,2014,16,2,238.844,0,0
NE,2014,17,0,0,0,0
NE,2014,18,0,0,0,0
NE,2014,19,0,0,0,0
NE,2014,20,0,0,0,0
NE,2014,21,0,0,0,0
NE,2014,22,0,0,0,0
NE,2014,23,1693,4.815,109,8.814
NE,2013,1,269,0.527,48,2.782
NE,2013,2,293,1.431,127,8.576
NE,2013,3,543,2.787,64,16.495
NE,2013,4,257,4.802,7,27.649
NE,2013,5,74,7.031,0,0
NE,2013,6,44,8.797,0,0
NE,2013,6.5,1480,2.852,246,10.076
NE,2013,7,14,10.817,0,0
NE,2013,8,46,12.394,0,0
NE,2013,8.5,1540,3.189,246,10.076
NE,2013,9,18,17.264,0,0
